,Experiment,AIMNET,ATX,ATXclean,MOMOL_AM1,MOMOL_MNDOD,MOMOL_MNDO,MOMOL_PM3,MOMOL_PM6,MOMOL_PM7,MPC_AM1,MPC_MNDOD,MPC_MNDO,MPC_PM3,MPC_PM6,MPC_PM7,NWChem,PySCF,w06-2x+def2-TZVPP,wB97x+def2-TZVPP(partial)
KWRGMBARTDLYSH-UHFFFAOYSA-N,7.505,0.19534013,0.064481203,0.064481203,0.11760675,0.118064106,0.08458181,0.12428692,0.20711103,0.192509,0.04234395,,0.03341243,0.04512442,,,0.064672,0.066868355,0.061379,0.068781145
KXKVLQRXCPHEJC-UHFFFAOYSA-N,4.738,0.16229232,0.064626664,0.064626664,0.119656324,0.1127734,0.112737775,0.11892149,0.15467998,0.15265036,0.03696518,0.04309442,0.04309546,0.03615329,0.04442997,0.04114144,0.063293,0.076276305,0.064428,0.074572115
KYEACNNYFNZCST-UHFFFAOYSA-N,6.083,0.15918587,0.061717742,0.061717742,0.09974185,0.09149957,0.09152818,0.100609645,0.13719934,0.1350968,0.02953349,0.03645036,0.03645116,0.02785971,0.03509707,0.03269822,0.059718,0.068215226,0.060768,0.066815955
KYQCOXFCLRTKLS-UHFFFAOYSA-N,5.106,0.09126276,0.04481214,0.04481214,0.10668246,0.060361702,0.060360275,0.081724845,0.112435594,0.113590896,0.02740297,0.03257593,0.03257761,0.03387897,0.03484945,0.03671277,0.057981,0.056120267,0.056478,0.058339794
KYVBNYUBXIEUFW-UHFFFAOYSA-N,10.19,0.21623309,0.003818189,0.003818189,0.10791386,0.08515369,0.08548261,0.07822077,0.15959258,0.17441437,0.04073111,0.04227696,0.04229815,0.04167415,0.05592959,0.05827159,0.085174,,0.082133,0.085513372
KYVIFDXEMABEDB-UHFFFAOYSA-N,8.416,0.19339164,0.078994336,0.078994336,0.1382499,0.121253796,0.12122518,0.13703309,0.19381958,0.19057146,0.0410738,0.04645774,0.04646424,0.04142975,0.05526849,0.05145054,0.07781,0.06819074,,
KZTYYGOKRVBIMI-UHFFFAOYSA-N,5.75,0.1767931,0.072241139,,0.17123008,0.1915025,0.19498698,0.17640094,0.2101534,0.20086643,0.05577557,,0.07229724,0.05128983,,,0.069485,0.075044397,0.066852,0.067353189
LBKDGROORAKTLC-UHFFFAOYSA-N,2.195,0.08173755,0.027117442,0.027117442,0.05029852,0.054059252,0.067445666,0.030508185,0.07458378,0.072716214,0.01862839,,0.01944926,0.01416121,,,0.034932,,0.031821,0.032639993
LCGLNKUTAGEVQW-UHFFFAOYSA-N,5.077,0.115182154,0.062749543,0.062749543,0.09351514,0.08279759,0.08279853,0.07572071,0.15048748,0.13337865,0.02785751,0.03527587,0.03527631,0.02099439,0.04271298,0.038545,0.058757,,0.059085,0.064147887
LCZUOKDVTBMCMX-UHFFFAOYSA-N,5.928,0.105383724,0.053832111,0.053832111,0.121079825,0.07392821,0.074029595,0.09531167,0.119662635,0.13108085,0.03025387,0.03278975,0.03279117,0.03549616,0.04126835,0.0428729,0.061064,0.064427329,0.059518,0.06293596
LDDOSDVZPSGLFZ-UHFFFAOYSA-N,5.55,0.17052907,0.065989349,0.065989349,0.123053014,0.11831385,0.11836855,0.12246135,0.16078416,0.1581696,0.03565023,0.04458538,0.04458727,0.03549196,0.04354405,0.04003532,0.063687,0.076794015,0.064842,0.074701268
LDLCZOVUSADOIV-UHFFFAOYSA-N,4.223,,0.053361296,0.053361296,0.074632265,0.058891635,0.057404008,0.060497694,0.12153349,0.122450046,0.02280865,,0.03036859,0.01761255,,,0.051388,0.064636498,0.050867,0.060097748
LEIMLDGFXIOXMT-UHFFFAOYSA-N,5.128,,0.060056079,0.060056079,0.07118212,0.068508714,0.05702243,0.09530789,0.11436275,0.118141696,0.02634231,,0.0294845,0.05016809,,,0.071857,0.04494315,0.071844,0.042754747
LFQSCWFLJHTTHZ-UHFFFAOYSA-N,5.15,0.17144705,0.065131591,0.065131591,0.09595852,0.072002456,0.07200326,0.08056369,0.16490614,0.16198881,0.02761914,0.03507734,0.03507813,0.02206556,0.04162631,0.03826938,0.064683,,0.063261,0.061426565
LFSAPCRASZRSKS-LURJTMIESA-N,5.884,0.156773,0.06845258,0.06845258,0.10882552,0.093643,0.093643524,0.105986945,0.16523631,0.15914619,0.03427937,0.03906735,0.039068,0.03234683,0.04782324,0.04312637,0.065853,0.072619561,0.068016,0.071559376
LFSXCDWNBUNEEM-UHFFFAOYSA-N,7.439,0.15798873,0.079119585,0.079119585,0.11043486,0.08299363,0.08301896,0.09140524,0.12354992,0.13509701,0.04030653,0.04873949,0.04874036,0.05220373,0.05056976,0.05258882,0.080082,0.079896588,0.077609,0.07715802
LIWAQLJGPBVORC-UHFFFAOYSA-N,8.061,0.15148345,0.066158292,0.066158292,0.08760531,0.06503149,0.065031596,0.028623125,0.134246,0.16049594,0.03998064,0.03716821,0.03716892,0.03652384,0.05682539,0.06026878,0.069898,0.074469791,0.06612,0.072260863
LJXQPZWIHJMPQQ-UHFFFAOYSA-N,7.172,0.12625477,0.053541084,0.053541084,0.116706036,0.07559378,0.07571833,0.10472405,0.11735898,0.12492054,0.03180064,0.03489971,0.03489825,0.03565243,0.03829689,0.03905492,0.058987,,0.057303,0.080224279
LKNQXZAHNDFIQY-UHFFFAOYSA-N,5.995,0.17103814,0.060918613,0.060918613,0.09665501,0.08734189,0.07305722,0.10779447,0.19154862,0.17176543,0.03514213,,0.02902471,0.04271704,,,0.063291,0.067941429,0.059147,0.069991258
LKXYJYDRLBPHRS-UHFFFAOYSA-N,2.018,,0.023962384,0.023962384,0.06184712,0.03238915,0.031940777,0.03856566,0.05728151,0.060069162,0.01423069,,0.01039239,0.01145987,,,0.028097,0.025678728,0.026174,0.025051624
LMTGCJANOQOGPI-UHFFFAOYSA-N,7.928,0.17932427,0.073406352,0.073406352,0.13186833,0.11963003,0.11965233,0.12623501,0.18204369,0.1785991,0.04052837,0.04717229,0.04715497,0.03830529,0.05215079,0.04892076,0.077095,,0.079606,0.067629095
LNDJVIYUJOJFSO-UHFFFAOYSA-N,3.728,0.11904563,0.062612235,0.062612235,0.04544197,0.03752744,0.03752753,0.03543771,0.062835015,0.07463072,0.01642337,0.0253257,0.02532649,0.03510656,0.0255208,0.02750479,0.058592,,0.056928,0.056428142
LNMBCRKRCIMQLW-UHFFFAOYSA-N,3.562,0.13266565,0.037071494,0.037071494,0.11948417,0.055266276,0.052884765,0.08755876,0.12220296,0.14849973,0.02838432,,0.02040705,0.03074568,,,0.0482,0.051797053,0.044614,0.051821232
LOWMYOWHQMKBTM-UHFFFAOYSA-N,8.705,0.21626955,0.020502216,,0.2248286,0.21290201,0.22771654,0.22587942,0.24373642,0.25586563,0.06096691,,0.07299409,0.05766669,,,0.083137,,0.084241,0.083384872
LQNUZADURLCDLV-UHFFFAOYSA-N,3.728,0.11549622,0.059987669,0.059987669,0.11603865,0.12190692,0.12193504,0.13605088,0.13068943,0.12392643,0.0565384,0.05767851,0.05767864,0.05613812,0.06495811,0.06752977,0.0576,0.065438217,0.057213,0.062825427
LRDFRRGEGBBSRN-UHFFFAOYSA-N,5.284,0.16122061,0.068292572,0.068292572,0.06884147,0.05403289,0.054007888,0.06726683,0.09819948,0.110854164,0.02477547,0.02897747,0.02897977,0.04099548,0.03788759,0.03993164,0.072377,0.07156137,0.071922,0.070322278
LRHPLDYGYMQRHN-UHFFFAOYSA-N,5.4,0.15234184,0.065476538,0.065476538,0.08681908,0.07261271,0.0725573,0.07619167,0.14817712,0.145803,0.02829627,0.03612898,0.03612977,0.02255666,0.04197817,0.03882326,0.065722,0.007169085,0.063987,0.008006967
LRMLWYXJORUTBG-UHFFFAOYSA-N,10.71,,0.096780877,0.096780877,0.2537435,0.1445634,0.21492288,0.19427568,0.25211987,0.20411903,0.08335835,,0.07429491,0.05753633,,,0.089761,,0.09506,0.105411593
LSBIUXKNVUBKRI-UHFFFAOYSA-N,6.328,0.13644716,0.059309803,0.059309803,0.11967948,0.07520364,0.07525591,0.09504422,0.11622264,0.1295067,0.03725915,0.03492111,0.03491788,0.03830845,0.04521438,0.04591394,0.064385,0.09325796,0.063607,0.088535477
LSCYTCMNCWMCQE-UHFFFAOYSA-N,9.038,0.15696365,0.073334676,0.073334676,0.12820026,0.07518658,0.07557571,0.10775736,0.1393252,0.15196046,0.04023192,0.04142149,0.04146308,0.04402382,0.05037343,0.0543051,0.082499,,0.080869,0.067391882
LSXWFXONGKSEMY-UHFFFAOYSA-N,3.351,0.14181463,0.067258003,0.067258003,0.11754197,0.09153489,0.09149701,0.087235406,0.17452599,0.12595609,0.04047526,0.0338247,0.03382632,0.04060117,0.07255462,0.05124199,0.049271,,0.051778,0.047629599
LVQDLURAEDSMES-UHFFFAOYSA-N,7.931,0.19751874,0.079948163,0.079948163,0.13603573,0.11546086,0.11454044,0.1266172,0.19648999,0.19318959,0.0415631,0.04574071,0.04576254,0.03823896,0.05834496,0.05551679,0.078058,0.088495246,0.081014,0.086035395
LYCAIKOWRPUZTN-UHFFFAOYSA-N,5.253,0.13837132,0.058378637,0.058378637,0.07702719,0.06334692,0.06340282,0.066764295,0.12594166,0.12552738,0.02453976,0.03173001,0.03173105,0.01970139,0.03441487,0.03321007,0.058655,0.061678944,0.056997,0.058158112
LYDRKKWPKKEMNZ-UHFFFAOYSA-N,5.217,0.1617358,0.061669098,0.061669098,0.11585486,0.11934813,0.119357504,0.11841233,0.15709656,0.15095836,0.03973801,0.04376738,0.04378893,0.03257557,0.04530914,0.04427772,0.06086,0.062122913,0.060414,0.061315531
LYGJENNIWJXYER-UHFFFAOYSA-N,3.662,0.11479467,0.051547099,0.051547099,0.11298853,0.113318995,0.11335875,0.1266926,0.119933784,0.11808029,0.05685,0.0540382,0.0540379,0.04914664,0.05740576,0.06330553,0.053893,0.064780657,0.054525,0.061684355
LZDKZFUFMNSQCJ-UHFFFAOYSA-N,5.484,0.12649582,0.060080777,0.060080777,0.099971354,0.07683489,0.07682012,0.0791938,0.16484849,0.14922194,0.02731378,0.03091013,0.03092945,0.02207996,0.04471516,0.04101073,0.053062,0.056745611,0.054349,0.056227304
MBHINSULENHCMF-UHFFFAOYSA-N,8.31,0.18864822,0.079786803,0.079786803,0.13555801,0.11890733,0.11890949,0.12576339,0.19284151,0.19034769,0.04079938,0.04611341,0.04611403,0.03676711,0.05590726,0.05419877,0.076957,,0.079251,0.084381572
MBTGBRYMJKYYOE-UHFFFAOYSA-N,3.373,0.13056317,0.056658513,0.056658513,0.06631053,0.07748136,0.07746731,0.04533676,0.10651931,0.11976535,0.0376575,0.0425131,0.04251518,0.04495963,0.04863558,0.04943739,0.060136,0.043801659,0.0574,0.044077394
MCSAJNNLRCFZED-UHFFFAOYSA-N,3.773,0.115305096,0.056498412,0.056498412,0.11951476,0.118165,0.118114874,0.1321195,0.13057408,0.12717928,0.05958962,0.05569593,0.05569603,0.05103875,0.06299897,0.06833406,0.055872,0.066322811,0.057167,0.064875929
MCTWTZJPVLRJOU-UHFFFAOYSA-N,9.061,0.16764769,0.078334613,0.078334613,0.1393591,0.103887886,0.10389108,0.110104255,0.15299286,0.16436276,0.0483319,0.04786695,0.04786907,0.05718523,0.05520911,0.0576509,0.084785,0.107893976,0.08376,0.103166371
MFEIKQPHQINPRI-UHFFFAOYSA-N,7.528,0.13235241,0.061808984,0.061808984,0.12244764,0.06809883,0.068163,0.09847372,0.13107364,0.14002532,0.03356405,0.03857443,0.03857553,0.0415775,0.04560066,0.04736215,0.073082,0.068356114,0.071697,0.067426269
MGYMHQJELJYRQS-VHSXEESVSA-N,5.106,0.1550467,0.063530223,0.063530223,0.1481468,0.116401285,0.11640186,0.11441349,0.17948689,0.1563168,0.05643144,0.04828883,0.04828882,0.05776623,0.07213824,0.06540596,0.063725,0.069356727,0.062377,0.067288712
MHDVGSVTJDSBDK-UHFFFAOYSA-N,4.506,0.13544707,0.046677295,0.046677295,0.12591627,0.10930464,0.10899945,0.10409321,0.14231864,0.1426073,0.0489608,0.05127938,0.05127658,0.04168248,0.05380393,0.05322951,0.044929,,0.042465,0.052058614
MHZGKXUYDGKKIU-UHFFFAOYSA-N,7.828,0.1818432,0.079553713,0.079553713,0.07947978,0.051243283,0.051333673,0.026320629,0.12627356,0.1473929,0.04098447,0.03708058,0.03708351,0.03375058,0.05584882,0.05915933,0.078462,0.074661778,0.071079,0.069637559
MJUJXFBTEFXVKU-UHFFFAOYSA-N,8.265,,0.087438754,0.087438754,0.23332231,0.1479531,0.17777084,0.19554435,0.21889973,0.13091092,0.06859946,,0.05694523,0.05594663,,,0.072626,,0.077357,0.085970982
MJWNJEJCQHNDNM-UHFFFAOYSA-N,7.77,0.20901163,0.03566899,,0.21097896,0.21946958,0.22988287,0.21235418,0.23014791,0.23801672,0.07024702,,0.07410036,0.05194424,,,0.079179,0.091911129,,
MNOILHPDHOHILI-UHFFFAOYSA-N,6.06,0.18048906,0.063372404,0.063372404,0.11474031,0.090817675,0.074840605,0.10902304,0.19836195,0.18071246,0.04001174,,0.02844252,0.03613328,,,0.06209,0.047342122,0.057152,0.04900908
MNZAKDODWSQONA-UHFFFAOYSA-N,10.2,,0.102265728,0.102265728,0.25322634,0.14731692,0.21719734,0.1925037,0.2597111,0.20534383,0.08596741,,0.07657227,0.05696296,,,0.09142,0.012737218,,
MPPPKRYCTPRNTB-UHFFFAOYSA-N,2.307,,0.024642387,0.024642387,0.03465718,0.03903855,0.044468056,0.04665228,0.06558539,0.054465048,0.00916345,,0.00863264,0.009982109,,,0.029393,0.027841345,0.027738,0.027718237
MQBNSGDDWSWJLR-UHFFFAOYSA-N,5.795,0.16653869,0.063102507,0.063102507,0.114505015,0.09044066,0.08763222,0.11305645,0.16773191,0.14851484,0.04749266,,0.04284832,0.04912628,,,0.070893,,0.067508,0.072154935
MSPDNPMYZVJMAM-OVMOHIIOSA-N,5.95,0.15953353,0.066428583,0.066428583,0.11370904,0.099152975,0.099120386,0.10559758,0.16168517,0.15226981,0.04472174,0.04051304,0.04051418,0.03554563,0.04840583,0.04843925,0.067773,0.075764507,,
MSXIOWULDXZJLX-UHFFFAOYSA-N,7.75,0.14217873,0.065262179,0.065262179,0.12524475,0.087181,0.087229215,0.10588546,0.13949367,0.15563256,0.03620323,0.04169841,0.0416577,0.04299023,0.05147503,0.05226153,0.075589,0.08444448,0.074448,
MTAODLNXWYIKSO-UHFFFAOYSA-N,5.173,0.13007452,0.061866727,0.061866727,0.08186865,0.07974795,0.07977288,0.06227026,0.106122,0.121812284,0.03593899,0.04376723,0.04376804,0.04495243,0.04678815,0.04797985,0.065854,0.05144444,0.064293,
MTJVUMGKHCIMJL-UHFFFAOYSA-N,8.003,0.1944787,0.080686274,0.080686274,0.13668679,0.10609198,0.10621657,0.12896213,0.19116725,0.19462378,0.04205921,0.04422074,0.04182801,0.03784353,0.05572321,0.05332373,0.07923,,0.082254,
MTPBUCCXRGSDCR-UHFFFAOYSA-N,9.016,0.14700866,0.071533898,0.071533898,0.12944613,0.071177505,0.07102632,0.11311519,0.15246856,0.15556155,0.04715955,0.03978915,0.03977406,0.04600012,0.05414218,0.05736675,0.080269,0.080844581,0.07899,
MTZQAGJQAFMTAQ-UHFFFAOYSA-N,5.15,0.16149275,0.064785827,0.064785827,0.11837244,0.11869133,0.11873311,0.119861886,0.15693735,0.15051135,0.03503516,0.04530802,0.04531217,0.03398201,0.04324634,0.04033148,0.0625,0.054730044,0.062736,
MUUWQYQRBFVTIB-UHFFFAOYSA-N,8.7,0.16028932,0.05699588,0.05699588,0.12427288,0.0781621,0.07824184,0.08298269,0.15363625,0.17532699,,,,,,,0.060659,,0.056335,
MVPPADPHJFYWMZ-UHFFFAOYSA-N,1.753,0.09072426,0.028548571,0.028548571,0.1083062,0.044504724,0.043694146,0.10181463,0.1023586,0.10858667,0.0374812,,0.02223341,0.03100576,,,0.024481,0.021325193,0.020773,
MVUMJYQUKKUOHO-AATRIKPKSA-N,7.725,0.19561093,0.082221039,0.082221039,0.14314549,0.13618957,0.1362074,0.1361979,0.19098721,0.1867629,0.04713104,0.05251563,0.05251477,0.04311403,0.05989529,0.05752083,0.074472,,0.075011,
MVUMJYQUKKUOHO-UHFFFAOYSA-N,7.7,0.1872862,0.076795615,0.076795615,0.13853787,0.13248824,0.13247122,0.13387029,0.18773922,0.18447149,,,,,,,,0.021073693,,
